item_ix,item_id,diff
0,astropy__astropy-12907,-1.6471887826919556
1,astropy__astropy-13033,15.288936614990234
2,astropy__astropy-13236,4.677371501922607
3,astropy__astropy-13398,25.143117904663086
4,astropy__astropy-13453,-0.238486647605896
5,astropy__astropy-13579,-1.9070289134979248
6,astropy__astropy-13977,25.221864700317383
7,astropy__astropy-14096,-1.681774377822876
8,astropy__astropy-14182,6.688211917877197
9,astropy__astropy-14309,-8.69528865814209
10,astropy__astropy-14365,4.317601203918457
11,astropy__astropy-14369,2.2173495292663574
12,astropy__astropy-14508,-0.7545527219772339
13,astropy__astropy-14539,-2.261578321456909
14,astropy__astropy-14598,5.961069583892822
15,astropy__astropy-14995,-4.108186721801758
16,astropy__astropy-7166,-3.3344309329986572
17,astropy__astropy-7336,-6.221518039703369
18,astropy__astropy-7606,7.620773792266846
19,astropy__astropy-7671,-3.893702745437622
20,astropy__astropy-8707,6.580546855926514
21,astropy__astropy-8872,4.78985071182251
22,django__django-10097,0.7132691740989685
23,django__django-10554,24.183643341064453
24,django__django-10880,-2.1432347297668457
25,django__django-10914,-4.522472858428955
26,django__django-10973,-3.618901014328003
27,django__django-10999,22.672069549560547
28,django__django-11066,-9.029618263244629
29,django__django-11087,20.725479125976562
30,django__django-11095,-6.50187349319458
31,django__django-11099,-9.84703540802002
32,django__django-11119,-8.223420143127441
33,django__django-11133,-6.837314128875732
34,django__django-11138,4.483583450317383
35,django__django-11141,2.6658074855804443
36,django__django-11149,1.7870314121246338
37,django__django-11163,-7.596774578094482
38,django__django-11179,-4.1465301513671875
39,django__django-11206,0.9301123023033142
40,django__django-11211,-1.7189866304397583
41,django__django-11239,0.908753514289856
42,django__django-11265,0.8053709268569946
43,django__django-11276,-2.549182176589966
44,django__django-11292,-2.7497053146362305
45,django__django-11299,-0.17511563003063202
46,django__django-11333,-0.006181033328175545
47,django__django-11400,21.220273971557617
48,django__django-11433,3.5247604846954346
49,django__django-11451,-3.1195504665374756
50,django__django-11477,16.202884674072266
51,django__django-11490,0.2566494941711426
52,django__django-11532,0.2506750226020813
53,django__django-11551,-5.269351482391357
54,django__django-11555,0.7644029855728149
55,django__django-11603,-8.416532516479492
56,django__django-11728,4.7760009765625
57,django__django-11734,12.535408020019531
58,django__django-11740,-0.7480610609054565
59,django__django-11749,-2.4286065101623535
60,django__django-11790,2.0780293941497803
61,django__django-11815,-1.3973915576934814
62,django__django-11820,18.449100494384766
63,django__django-11848,1.262275218963623
64,django__django-11880,-7.507000923156738
65,django__django-11885,6.342728614807129
66,django__django-11951,-3.6140992641448975
67,django__django-11964,1.4928804636001587
68,django__django-11999,-3.475365161895752
69,django__django-12039,-0.46422600746154785
70,django__django-12050,-4.264981746673584
71,django__django-12125,-0.11556689441204071
72,django__django-12143,-8.590550422668457
73,django__django-12155,-9.543453216552734
74,django__django-12193,-0.7110028266906738
75,django__django-12209,-4.2355732917785645
76,django__django-12262,-1.3906543254852295
77,django__django-12273,3.233185052871704
78,django__django-12276,-4.232068061828613
79,django__django-12304,-1.2305686473846436
80,django__django-12308,2.7505264282226562
81,django__django-12325,3.0745067596435547
82,django__django-12406,22.038429260253906
83,django__django-12419,-5.404932498931885
84,django__django-12663,0.38176217675209045
85,django__django-12708,-1.6614832878112793
86,django__django-12713,-3.2960739135742188
87,django__django-12741,-1.8846361637115479
88,django__django-12754,0.07456184923648834
89,django__django-12774,-0.1260957568883896
90,django__django-12858,-1.6060798168182373
91,django__django-12965,0.7860593795776367
92,django__django-13012,-1.8174593448638916
93,django__django-13023,0.04759740084409714
94,django__django-13028,-2.740426778793335
95,django__django-13033,-1.0697588920593262
96,django__django-13089,-8.048199653625488
97,django__django-13109,-8.539928436279297
98,django__django-13112,0.6437356472015381
99,django__django-13121,0.1436401754617691
100,django__django-13128,0.77378249168396
101,django__django-13158,-0.41144993901252747
102,django__django-13195,14.565237998962402
103,django__django-13212,24.124710083007812
104,django__django-13279,-1.4545681476593018
105,django__django-13297,-0.12122604995965958
106,django__django-13315,-1.2760050296783447
107,django__django-13343,-1.8692277669906616
108,django__django-13344,17.327512741088867
109,django__django-13346,0.3070809841156006
110,django__django-13363,-7.352149486541748
111,django__django-13401,-1.653166651725769
112,django__django-13406,0.01688992604613304
113,django__django-13410,-5.99855375289917
114,django__django-13417,-3.5848402976989746
115,django__django-13449,-1.076804518699646
116,django__django-13512,1.0409613847732544
117,django__django-13513,20.259788513183594
118,django__django-13516,-4.0579423904418945
119,django__django-13551,0.31989455223083496
120,django__django-13568,0.36232078075408936
121,django__django-13569,-2.1270315647125244
122,django__django-13590,-1.9979475736618042
123,django__django-13658,-12.007133483886719
124,django__django-13670,-6.63404655456543
125,django__django-13741,-8.112671852111816
126,django__django-13786,-5.9807233810424805
127,django__django-13794,6.084220886230469
128,django__django-13807,1.3547050952911377
129,django__django-13809,-2.805222272872925
130,django__django-13810,-2.3322386741638184
131,django__django-13820,-5.901577472686768
132,django__django-13821,-4.467989444732666
133,django__django-13837,-2.494262456893921
134,django__django-13925,0.302177369594574
135,django__django-13933,-3.895338535308838
136,django__django-13964,-0.5953937768936157
137,django__django-14007,-1.3136053085327148
138,django__django-14011,23.788772583007812
139,django__django-14017,-1.7025076150894165
140,django__django-14034,23.561336517333984
141,django__django-14053,-2.7692270278930664
142,django__django-14089,-7.239995002746582
143,django__django-14122,-0.9530088305473328
144,django__django-14140,1.5727715492248535
145,django__django-14155,24.722248077392578
146,django__django-14170,11.996519088745117
147,django__django-14238,-3.819002389907837
148,django__django-14311,-0.04150315001606941
149,django__django-14315,12.721049308776855
150,django__django-14349,-3.7137062549591064
151,django__django-14351,0.7550554275512695
152,django__django-14373,-13.838815689086914
153,django__django-14376,2.285504102706909
154,django__django-14404,1.4123001098632812
155,django__django-14434,-1.924235463142395
156,django__django-14493,-2.8205883502960205
157,django__django-14500,-2.102682113647461
158,django__django-14534,4.779444217681885
159,django__django-14539,-2.571340799331665
160,django__django-14559,-2.088074207305908
161,django__django-14580,-0.5176151990890503
162,django__django-14608,-2.031369924545288
163,django__django-14631,0.7077513337135315
164,django__django-14672,-4.966506481170654
165,django__django-14725,6.736501216888428
166,django__django-14752,-6.261862277984619
167,django__django-14765,-6.475739002227783
168,django__django-14771,-0.060935892164707184
169,django__django-14787,-2.9543914794921875
170,django__django-14792,21.150775909423828
171,django__django-14855,-8.282742500305176
172,django__django-14915,-6.1119537353515625
173,django__django-14999,-1.4744969606399536
174,django__django-15022,-0.893235445022583
175,django__django-15037,-0.16943979263305664
176,django__django-15098,16.6707763671875
177,django__django-15103,-2.607787609100342
178,django__django-15104,-8.737444877624512
179,django__django-15127,2.1555800437927246
180,django__django-15128,-0.20206858217716217
181,django__django-15161,-0.26564913988113403
182,django__django-15252,17.062297821044922
183,django__django-15268,0.19360117614269257
184,django__django-15277,-7.112155914306641
185,django__django-15278,-2.942511558532715
186,django__django-15280,4.7260870933532715
187,django__django-15315,-4.533629417419434
188,django__django-15368,-7.362651824951172
189,django__django-15375,0.22666484117507935
190,django__django-15380,-2.4923925399780273
191,django__django-15382,-1.2124383449554443
192,django__django-15467,-9.620404243469238
193,django__django-15499,-4.22197151184082
194,django__django-15503,3.318310499191284
195,django__django-15525,-0.9019416570663452
196,django__django-15554,2.333590030670166
197,django__django-15561,-2.7400991916656494
198,django__django-15563,3.932356595993042
199,django__django-15569,-7.211564540863037
200,django__django-15572,-2.4519617557525635
201,django__django-15629,21.281532287597656
202,django__django-15695,4.8000898361206055
203,django__django-15731,-5.081295967102051
204,django__django-15732,3.136418581008911
205,django__django-15741,-4.152339935302734
206,django__django-15814,-2.202644109725952
207,django__django-15851,-5.178564548492432
208,django__django-15863,-3.3915982246398926
209,django__django-15916,1.6442875862121582
210,django__django-15930,-1.0483691692352295
211,django__django-15957,5.915773868560791
212,django__django-15973,9.796241760253906
213,django__django-15987,-1.775780200958252
214,django__django-16032,-0.4923332631587982
215,django__django-16082,-1.8570163249969482
216,django__django-16100,-1.9491831064224243
217,django__django-16116,-2.8720717430114746
218,django__django-16136,-2.496284008026123
219,django__django-16139,-8.20224380493164
220,django__django-16145,-4.308901786804199
221,django__django-16255,-9.110329627990723
222,django__django-16256,12.529561996459961
223,django__django-16263,23.517419815063477
224,django__django-16315,0.3041309118270874
225,django__django-16333,-6.732394218444824
226,django__django-16429,-7.602322578430176
227,django__django-16454,1.7532776594161987
228,django__django-16485,-5.197335720062256
229,django__django-16493,-4.826719760894775
230,django__django-16502,24.123985290527344
231,django__django-16527,-9.121410369873047
232,django__django-16560,1.146566390991211
233,django__django-16569,-9.498779296875
234,django__django-16595,-6.027422904968262
235,django__django-16612,-4.645237445831299
236,django__django-16631,24.134300231933594
237,django__django-16642,-0.9880331158638
238,django__django-16661,-0.6388624906539917
239,django__django-16662,-3.530191659927368
240,django__django-16667,22.537353515625
241,django__django-16801,-6.545698642730713
242,django__django-16819,-3.027498722076416
243,django__django-16877,-0.05648932605981827
244,django__django-16899,-2.7454614639282227
245,django__django-16901,-1.6983129978179932
246,django__django-16938,2.2246899604797363
247,django__django-16950,2.7944700717926025
248,django__django-17029,-7.37502384185791
249,django__django-17084,1.0669710636138916
250,django__django-17087,-1.9735305309295654
251,django__django-7530,-3.675037384033203
252,django__django-9296,-8.941582679748535
253,matplotlib__matplotlib-13989,-3.020955801010132
254,matplotlib__matplotlib-14623,0.00645279698073864
255,matplotlib__matplotlib-20488,1.6375576257705688
256,matplotlib__matplotlib-20676,2.7530806064605713
257,matplotlib__matplotlib-20826,1.1629691123962402
258,matplotlib__matplotlib-20859,-2.170379161834717
259,matplotlib__matplotlib-21568,21.72693634033203
260,matplotlib__matplotlib-22719,-6.702757835388184
261,matplotlib__matplotlib-22865,0.4601372182369232
262,matplotlib__matplotlib-22871,0.488227903842926
263,matplotlib__matplotlib-23299,7.199375629425049
264,matplotlib__matplotlib-23314,-2.544508695602417
265,matplotlib__matplotlib-23412,-2.731440544128418
266,matplotlib__matplotlib-23476,20.934852600097656
267,matplotlib__matplotlib-24026,-2.937635660171509
268,matplotlib__matplotlib-24149,-2.8253726959228516
269,matplotlib__matplotlib-24177,5.670505046844482
270,matplotlib__matplotlib-24570,-1.876743197441101
271,matplotlib__matplotlib-24627,-0.6273966431617737
272,matplotlib__matplotlib-24637,-0.6995954513549805
273,matplotlib__matplotlib-24870,18.08625602722168
274,matplotlib__matplotlib-24970,-3.1711275577545166
275,matplotlib__matplotlib-25122,-3.776207447052002
276,matplotlib__matplotlib-25287,-3.1220014095306396
277,matplotlib__matplotlib-25311,-0.22601504623889923
278,matplotlib__matplotlib-25332,-0.237936869263649
279,matplotlib__matplotlib-25479,20.2277774810791
280,matplotlib__matplotlib-25775,0.28894129395484924
281,matplotlib__matplotlib-25960,6.310771465301514
282,matplotlib__matplotlib-26113,-4.317403793334961
283,matplotlib__matplotlib-26208,21.148054122924805
284,matplotlib__matplotlib-26291,-0.6110049486160278
285,matplotlib__matplotlib-26342,-2.9747204780578613
286,matplotlib__matplotlib-26466,25.7513427734375
287,mwaskom__seaborn-3069,0.6898018717765808
288,mwaskom__seaborn-3187,8.628409385681152
289,pallets__flask-5014,-6.059149265289307
290,psf__requests-1142,-0.20893928408622742
291,psf__requests-1724,-1.4633326530456543
292,psf__requests-1766,-2.623488664627075
293,psf__requests-1921,-0.816931962966919
294,psf__requests-2317,-1.4653326272964478
295,psf__requests-2931,1.1081507205963135
296,psf__requests-5414,-0.6785624027252197
297,psf__requests-6028,11.484580993652344
298,pydata__xarray-2905,-1.04703688621521
299,pydata__xarray-3095,-0.9731190204620361
300,pydata__xarray-3151,-2.6085498332977295
301,pydata__xarray-3305,-2.1973812580108643
302,pydata__xarray-3677,-5.268398761749268
303,pydata__xarray-3993,0.2233104109764099
304,pydata__xarray-4075,-6.271609306335449
305,pydata__xarray-4094,-0.13503554463386536
306,pydata__xarray-4356,-4.933707237243652
307,pydata__xarray-4629,-11.815007209777832
308,pydata__xarray-4687,1.8123409748077393
309,pydata__xarray-4695,0.22765272855758667
310,pydata__xarray-4966,-3.5323681831359863
311,pydata__xarray-6461,-2.3775289058685303
312,pydata__xarray-6599,0.5629985332489014
313,pydata__xarray-6721,-0.15496669709682465
314,pydata__xarray-6744,-0.2624953091144562
315,pydata__xarray-6938,5.093435764312744
316,pydata__xarray-6992,23.570768356323242
317,pydata__xarray-7229,21.256567001342773
318,pydata__xarray-7233,-3.6727092266082764
319,pydata__xarray-7393,-0.09870138019323349
320,pylint-dev__pylint-4551,25.99148178100586
321,pylint-dev__pylint-4604,24.49154281616211
322,pylint-dev__pylint-4661,27.154644012451172
323,pylint-dev__pylint-4970,2.6362931728363037
324,pylint-dev__pylint-6386,1.6081936359405518
325,pylint-dev__pylint-6528,0.23318850994110107
326,pylint-dev__pylint-6903,-9.827997207641602
327,pylint-dev__pylint-7080,2.5022823810577393
328,pylint-dev__pylint-7277,-3.26310133934021
329,pylint-dev__pylint-8898,5.747337341308594
330,pytest-dev__pytest-10051,0.7807946801185608
331,pytest-dev__pytest-10081,-2.209552526473999
332,pytest-dev__pytest-10356,24.192800521850586
333,pytest-dev__pytest-5262,-2.280747890472412
334,pytest-dev__pytest-5631,-2.1227924823760986
335,pytest-dev__pytest-5787,1.6717519760131836
336,pytest-dev__pytest-5809,-10.37002182006836
337,pytest-dev__pytest-5840,15.829197883605957
338,pytest-dev__pytest-6197,2.2718253135681152
339,pytest-dev__pytest-6202,-9.545242309570312
340,pytest-dev__pytest-7205,-2.058197021484375
341,pytest-dev__pytest-7236,-1.0790289640426636
342,pytest-dev__pytest-7324,1.0819785594940186
343,pytest-dev__pytest-7432,-2.197479486465454
344,pytest-dev__pytest-7490,-0.20868082344532013
345,pytest-dev__pytest-7521,-1.6648308038711548
346,pytest-dev__pytest-7571,-3.0698397159576416
347,pytest-dev__pytest-7982,-5.531510829925537
348,pytest-dev__pytest-8399,-6.472102642059326
349,scikit-learn__scikit-learn-10297,-6.314896106719971
350,scikit-learn__scikit-learn-10844,-12.673518180847168
351,scikit-learn__scikit-learn-10908,-0.33083534240722656
352,scikit-learn__scikit-learn-11310,-3.773045778274536
353,scikit-learn__scikit-learn-11578,-6.099602699279785
354,scikit-learn__scikit-learn-12585,-12.066610336303711
355,scikit-learn__scikit-learn-12682,-0.4703231155872345
356,scikit-learn__scikit-learn-12973,-2.1065266132354736
357,scikit-learn__scikit-learn-13124,0.24514715373516083
358,scikit-learn__scikit-learn-13135,-3.3186287879943848
359,scikit-learn__scikit-learn-13142,-2.777022361755371
360,scikit-learn__scikit-learn-13328,-5.696176052093506
361,scikit-learn__scikit-learn-13439,-5.287830829620361
362,scikit-learn__scikit-learn-13496,-4.65220832824707
363,scikit-learn__scikit-learn-13779,-4.328299522399902
364,scikit-learn__scikit-learn-14053,-3.2493133544921875
365,scikit-learn__scikit-learn-14087,0.017882196232676506
366,scikit-learn__scikit-learn-14141,-7.079710006713867
367,scikit-learn__scikit-learn-14496,-9.208870887756348
368,scikit-learn__scikit-learn-14629,3.417123317718506
369,scikit-learn__scikit-learn-14710,-2.7260990142822266
370,scikit-learn__scikit-learn-14894,-8.337984085083008
371,scikit-learn__scikit-learn-14983,0.9887477159500122
372,scikit-learn__scikit-learn-15100,-7.559248447418213
373,scikit-learn__scikit-learn-25102,1.4712165594100952
374,scikit-learn__scikit-learn-25232,-2.2823212146759033
375,scikit-learn__scikit-learn-25747,3.808521270751953
376,scikit-learn__scikit-learn-25931,-2.0867440700531006
377,scikit-learn__scikit-learn-25973,-1.6382631063461304
378,scikit-learn__scikit-learn-26194,11.257086753845215
379,scikit-learn__scikit-learn-26323,-3.290356397628784
380,scikit-learn__scikit-learn-9288,-2.2852730751037598
381,sphinx-doc__sphinx-10323,0.24123935401439667
382,sphinx-doc__sphinx-10435,14.214649200439453
383,sphinx-doc__sphinx-10449,-0.33261677622795105
384,sphinx-doc__sphinx-10466,-2.7528839111328125
385,sphinx-doc__sphinx-10614,19.319570541381836
386,sphinx-doc__sphinx-10673,-0.4787488579750061
387,sphinx-doc__sphinx-11445,0.44663330912590027
388,sphinx-doc__sphinx-11510,23.885744094848633
389,sphinx-doc__sphinx-7440,-1.9733362197875977
390,sphinx-doc__sphinx-7454,0.4184732437133789
391,sphinx-doc__sphinx-7462,26.235111236572266
392,sphinx-doc__sphinx-7590,19.64043617248535
393,sphinx-doc__sphinx-7748,25.198219299316406
394,sphinx-doc__sphinx-7757,-0.4546571373939514
395,sphinx-doc__sphinx-7889,-1.698714256286621
396,sphinx-doc__sphinx-7910,-0.9714472889900208
397,sphinx-doc__sphinx-7985,12.15295124053955
398,sphinx-doc__sphinx-8035,-0.928474485874176
399,sphinx-doc__sphinx-8056,2.801754951477051
400,sphinx-doc__sphinx-8120,-1.4516140222549438
401,sphinx-doc__sphinx-8265,4.224520206451416
402,sphinx-doc__sphinx-8269,-1.8495367765426636
403,sphinx-doc__sphinx-8459,-0.4311944246292114
404,sphinx-doc__sphinx-8475,-2.209895610809326
405,sphinx-doc__sphinx-8548,3.933877944946289
406,sphinx-doc__sphinx-8551,0.7351729273796082
407,sphinx-doc__sphinx-8593,0.023287184536457062
408,sphinx-doc__sphinx-8595,-2.4829766750335693
409,sphinx-doc__sphinx-8621,0.6937866806983948
410,sphinx-doc__sphinx-8638,4.660619735717773
411,sphinx-doc__sphinx-8721,-3.6154792308807373
412,sphinx-doc__sphinx-9229,15.515715599060059
413,sphinx-doc__sphinx-9230,1.17473304271698
414,sphinx-doc__sphinx-9258,0.8051850199699402
415,sphinx-doc__sphinx-9281,-1.183702826499939
416,sphinx-doc__sphinx-9320,-4.042868614196777
417,sphinx-doc__sphinx-9367,-4.678511619567871
418,sphinx-doc__sphinx-9461,28.721723556518555
419,sphinx-doc__sphinx-9591,1.093525767326355
420,sphinx-doc__sphinx-9602,6.473740100860596
421,sphinx-doc__sphinx-9658,1.3727538585662842
422,sphinx-doc__sphinx-9673,-0.5960988402366638
423,sphinx-doc__sphinx-9698,-2.8906056880950928
424,sphinx-doc__sphinx-9711,-3.1311328411102295
425,sympy__sympy-11618,-2.950108766555786
426,sympy__sympy-12096,-5.883642196655273
427,sympy__sympy-12419,-0.6914815902709961
428,sympy__sympy-12481,-1.617050051689148
429,sympy__sympy-12489,3.095433235168457
430,sympy__sympy-13031,1.7487027645111084
431,sympy__sympy-13091,3.349027633666992
432,sympy__sympy-13372,-4.074644088745117
433,sympy__sympy-13480,-6.96182918548584
434,sympy__sympy-13551,0.6557140946388245
435,sympy__sympy-13615,0.8692480325698853
436,sympy__sympy-13647,-3.8670496940612793
437,sympy__sympy-13757,-0.017491262406110764
438,sympy__sympy-13798,6.802470684051514
439,sympy__sympy-13852,24.150447845458984
440,sympy__sympy-13877,1.5162806510925293
441,sympy__sympy-13878,-0.2506639063358307
442,sympy__sympy-13974,3.0415220260620117
443,sympy__sympy-14248,7.284296989440918
444,sympy__sympy-14531,-1.5117149353027344
445,sympy__sympy-14711,-3.3497276306152344
446,sympy__sympy-14976,-0.031437113881111145
447,sympy__sympy-15017,0.4611075222492218
448,sympy__sympy-15345,0.19038376212120056
449,sympy__sympy-15349,-2.2269556522369385
450,sympy__sympy-15599,1.9100377559661865
451,sympy__sympy-15809,-1.4057377576828003
452,sympy__sympy-15875,-0.24631528556346893
453,sympy__sympy-15976,2.5912444591522217
454,sympy__sympy-16450,-2.922182321548462
455,sympy__sympy-16597,24.186321258544922
456,sympy__sympy-16766,-5.9847211837768555
457,sympy__sympy-16792,-0.5190250873565674
458,sympy__sympy-16886,-5.947371006011963
459,sympy__sympy-17139,-1.6793274879455566
460,sympy__sympy-17318,5.689836025238037
461,sympy__sympy-17630,21.177255630493164
462,sympy__sympy-17655,-1.7342866659164429
463,sympy__sympy-18189,-2.474198341369629
464,sympy__sympy-18199,22.67896270751953
465,sympy__sympy-18211,-0.04473492503166199
466,sympy__sympy-18698,1.7357758283615112
467,sympy__sympy-18763,0.3681379556655884
468,sympy__sympy-19040,2.8234102725982666
469,sympy__sympy-19346,-2.7813680171966553
470,sympy__sympy-19495,-0.4168047606945038
471,sympy__sympy-19637,-5.180176734924316
472,sympy__sympy-19783,-0.054359301924705505
473,sympy__sympy-19954,-3.400188684463501
474,sympy__sympy-20154,-2.9356119632720947
475,sympy__sympy-20428,25.064809799194336
476,sympy__sympy-20438,29.255239486694336
477,sympy__sympy-20590,-0.17455551028251648
478,sympy__sympy-20801,-1.493233323097229
479,sympy__sympy-20916,7.808691501617432
480,sympy__sympy-21379,0.5480645298957825
481,sympy__sympy-21596,18.454132080078125
482,sympy__sympy-21612,9.962081909179688
483,sympy__sympy-21847,-4.395577430725098
484,sympy__sympy-21930,25.340835571289062
485,sympy__sympy-22080,17.145618438720703
486,sympy__sympy-22456,-2.393348455429077
487,sympy__sympy-22714,-3.2501564025878906
488,sympy__sympy-22914,-5.514515399932861
489,sympy__sympy-23262,-1.5393543243408203
490,sympy__sympy-23413,2.5988006591796875
491,sympy__sympy-23534,-2.4443519115448
492,sympy__sympy-23824,-3.339667797088623
493,sympy__sympy-23950,-1.4184715747833252
494,sympy__sympy-24066,-2.416194200515747
495,sympy__sympy-24213,-6.563080310821533
496,sympy__sympy-24443,-4.091386318206787
497,sympy__sympy-24539,-5.569095611572266
498,sympy__sympy-24562,0.05241452902555466
499,sympy__sympy-24661,-2.517049789428711
